comment_timestamp	username	comment_text	negative	neutral	positive	compound
1662300055.543041	Silverlined_69	That part was hilarious	0.0	0.526	0.474	0.4019
1662300055.551308	이호석	 @Silverlined_69  yeah!	0.0	0.286	0.714	0.3595
1662300055.965697	threehead99	*Rodd Togers	0.0	1.0	0.0	0.0
1662300055.973778	Gust3883	 @threehead99  *Todd Roges	0.0	1.0	0.0	0.0
1662300055.981178	Some random as hell person	 @threehead99  *Todd Togers	0.0	1.0	0.0	0.0
1662300055.986419	Foolbound	 @Some random as hell person  *Rodd Rigers	0.434	0.566	0.0	-0.6808
1662300055.990461	Mick Dundee	 @Foolbound  *Godd Dogers	0.0	1.0	0.0	0.0
1662300055.994084	LitCactus	 @threehead99  what kosmic has over TAS is the human element	0.0	1.0	0.0	0.0
1662300055.997068	Rai Kitsunagi	Big Flunnie Hodd Toward*	0.0	1.0	0.0	0.0
1662300055.999798	HyperShadic101	Big Flunnie bethesda flashbacks	0.0	1.0	0.0	0.0
1662300056.002198	Michael Dyst	Budd Fogers did that blindfolded...	0.0	1.0	0.0	0.0
1662300056.004664	Dissociated Women Incorporated	 @Michael Dyst  *Buck Rogers	0.0	1.0	0.0	0.0
1662300056.3632	Daniel Malek	*Togg Dodgers	0.0	1.0	0.0	0.0
1662300056.367438	exxor9108	 @Michael Dyst  How do you know? Were you there?	0.0	1.0	0.0	0.0
1662300056.373322	Izaak	Odd Ogers*	0.697	0.303	0.0	-0.3182
1662300056.378701	exxor9108	 @Izaak  Ogg Oders*	0.0	1.0	0.0	0.0
1662300056.382886	DisabledMallis	LOL	0.0	0.0	1.0	0.4215
1662300056.386873	SameMan6	 @exxor9108  Dog Odors*	0.0	1.0	0.0	0.0
1662300056.391691	Fadex	 @Foolbound  It's RIIIIIDGE RACER!	0.0	1.0	0.0	0.0
1662300056.394628	Daniel Malek	*Nogg Krodders	0.0	1.0	0.0	0.0
1662300056.397206	gazzer2kuk	*Good Todgers	0.0	0.256	0.744	0.4404
1662300056.399364	Nathan Gamble	*Fudd Ruckers	0.0	1.0	0.0	0.0
1664892056.401504	Certez	*Gold Roger	0.0	1.0	0.0	0.0
1664892056.406487	Meowie Gamer	 @Certez  toad*	0.0	1.0	0.0	0.0
1664892056.409392	Nako	He is truly one of the gamers of all time!	0.0	0.738	0.262	0.4926
1662300056.673784	Snodeca	You haven't?	0.0	1.0	0.0	0.0
1662300056.682514	Falkite	so you havent seen niftski?	0.0	1.0	0.0	0.0
1667574056.690449	ImPrincessWolfy	Look up VAJ	0.0	1.0	0.0	0.0
1662300057.236927	Julia B	Better than Badabun	0.0	0.408	0.592	0.4404
1662300057.241456	Ethan Bryson	But where's the coke and pizza	0.0	1.0	0.0	0.0
1662300057.245024	Lil Mundo	it was worth losing every single one of my channel points <3	0.159	0.549	0.293	0.296
1662300057.248279	Diego Pinon	"Kosmic, you could have done it faster if you started Mario in 2nd gear, had a coffee stain on the timer. You also didn’t take advantage of the human element of how the game would respond.

You also forgot to eat pizza and drink cokes in between levels, don’t forget your heart beat jumping up and down insanely.

There’s tons of room for improvement."	0.027	0.844	0.129	0.8074
1662300057.251104	EP1CxEMAN08	Alternative Title: Green Mario saves the Princess with Twitch Chat.	0.0	1.0	0.0	0.0
1662300057.254012	Lisek Tod	Great! xDDD	0.0	0.185	0.815	0.6588
1662300057.25659	RetroCheats	New category Super Mario bros any% with chat help	0.0	0.515	0.485	0.765
1662300057.258894	gietie	that watersection was so perfect and just satisfying to watch	0.0	0.508	0.492	0.829
1662300057.260999	It'sGood	Looking forward to summoning salt's breakdown!	0.0	1.0	0.0	0.0
1662300057.263139	repuSoiraM	WR!!!!	0.0	1.0	0.0	0.0
1662300057.265166	raspberry1440kb	john cage	0.0	1.0	0.0	0.0
1662300057.267162	cunkycakes6969	"By technicality this is WR according to the leaderboards because the category rules states: 

Goal

Beat the game as fast as possible by any means necessary.

Times below 5:00.00 are treated with suspicion. It is highly recommended that you stream all of your attempts and provide split files to have your run accepted.

Times below 5:00.00 require an input file if you are playing on an emulator that can record input files.

Using savestates to the title screen is prohibited. You must use the reset function on your emulator or console and the reset must be shown in the video. 

It doesn’t say anything about you can’t mod the game, so yes this is legal. And I think the name should be Kosmic and chat. 

Please don’t take this literally this is a joke. 😂"	0.029	0.844	0.126	0.915
1662300057.271643	MrNoobNub	"""They had us in the first half not gonna lie"""	0.0	1.0	0.0	0.0
1662300057.274502	Asomebody	Niceness v784	0.0	0.278	0.722	0.3818
1662300057.276588	KevinTheCat	gg on this huge dub 👍👍	0.0	0.609	0.391	0.5423
1662300057.278863	TBZ HUB	"Loll the way they're ""helping"" seems counter-intuitive"	0.0	0.732	0.268	0.296
1662300057.281214	Pierce Arner	Highest of fives to everyone involved!	0.0	1.0	0.0	0.0
1662300057.28336	Dylan Klosinski	Still more legitimate than Badabun	0.0	1.0	0.0	0.0
1662300057.286932	Dr.Phlosion	"The ""We"" in the Title caught my Attention immediately. 🌹"	0.0	1.0	0.0	0.0
1662300057.28928	GTAce99	"I need to figure out how to beat the Super Mario Bros. Any% WR, and I think I found a way.

That's right, we're gonna cheat."	0.097	0.777	0.126	0.2263
1662300057.592988	COArSe_D1RTxxx	based	0.0	1.0	0.0	0.0
1662300057.601111	DireYoshi	I get this reference.	0.0	1.0	0.0	0.0
1662300057.60847	Shantil Khadatkar	OMG I love this 😂😂	0.154	0.366	0.48	0.875
1662300057.613449	Hamlowe	Okay, I get most of these jokes, but don't know the coffee stain one. What was that about?	0.0	0.838	0.162	0.269
1662300057.617514	DireYoshi	 @Hamlowe  it's another Todd Togers, in which the submitted score seemed only possible if it was read with a coffee stain on submission.	0.0	1.0	0.0	0.0
1662300057.623068	Hamlowe	 @DireYoshi  Never change, Todd.	0.0	1.0	0.0	0.0
1662300058.021411	Ivan Leven	Yeah, but there is rules for a game by itself, not only for a category :D	0.0	0.662	0.338	0.7992
1662300058.029728	Ben Busche	run denied because emulator with no input file	0.459	0.541	0.0	-0.6249
1662300058.037389	SirLampsALot	"He savestates to the title screen too
Plus his emulator can’t record input files"	0.0	1.0	0.0	0.0
1662300058.042455	James Poling	SmallAnt rules, I see	0.0	1.0	0.0	0.0
1662300058.046436	divVerent	"It is a valid WR, yes, but for the game ""Super Mario Bros. with Crowd Control"". Could be quite legitimate to create a leaderboard for that. But sadly won't be ""compatible"" with the regular SMB one :)"	0.074	0.641	0.285	0.8897
1662300058.049671	LordAndrew	Crowd Control uses Bizhawk, an emulator developed for tool-assisted speedrunning. It can absolutely record input files.	0.0	1.0	0.0	0.0
1662300058.052878	pjalne	Nothing in the rules says runners CAN'T be dogs.	0.0	1.0	0.0	0.0
1662300058.055711	James Poling	 @pjalne  The AirBud clause at its finest.	0.0	1.0	0.0	0.0
1662300058.05814	SirLampsALot	" @LordAndrew  didn’t know that
Thanks for the info"	0.0	0.707	0.293	0.4404
1662300058.431332	jestfullgremblim800	Lmao	0.0	0.0	1.0	0.5994
1662300059.027961	trankzen	Technically it was the chat that cheated.	0.355	0.645	0.0	-0.5106
1662300059.036005	Rainbow Dash	Badabun would be proud	0.0	0.492	0.508	0.4767
1662300059.042926	trankzen	 @Rainbow Dash  Nah, not enough Coke or Pizza	0.167	0.833	0.0	-0.1027
1662300059.047745	filpaul	https://youtu.be/CMfNqmQbulI	0.0	1.0	0.0	0.0
1662300059.051718	Matt Rodriguez	 @Rainbow Dash  Todd Togers would be more proud	0.0	0.674	0.326	0.5256
1662300059.055034	ThePurplePeppy	People keep doing crazy stuff for speedruns, like just use a gameshark code to instantly Teleport to the end of the game. New record EZ Clap	0.077	0.739	0.184	0.516
1662300059.058015	William Wright	It's not cheating; it's creating a new speedrunning category!	0.156	0.578	0.266	0.3244
1662300059.060769	ComputerNerd	 @trankzen  read that as “Technically it was the cheat that chatted”	0.231	0.769	0.0	-0.4588
1662300059.063158	M. L.	 @trankzen  yeah, he just got magical stars out of thin air. His cartridge must have glitched badly – over and over again 😅	0.101	0.747	0.153	0.1531
1662300059.983132	LeWolfYT	Lol nice	0.0	0.0	1.0	0.6808
1662300059.989305	AdamTheDev	And i thought there was no more perfection to be made	0.379	0.621	0.0	-0.6695
1662300059.992866	Puss In Boots	OH MY GOD. WHAT.	0.0	0.588	0.412	0.2732
1662300059.995814	Hamster07	imagine if this got on smbce leaderboards	0.0	1.0	0.0	0.0
1662300059.998513	James-Money	You had me there for a second! I'm glad to see more of this crowd control mod. It's a super unique take on the game	0.0	0.762	0.238	0.8016
1662300060.003163	wedu09	Nice	0.0	0.0	1.0	0.4215
1662300060.005605	Saro	??	0.0	1.0	0.0	0.0
1662300060.007755	Gribble grape	2nd	0.0	1.0	0.0	0.0
1662300060.009675	Lodomir	PoG new vid!	0.0	1.0	0.0	0.0
1662300060.011648	Kosmic	"Be sure to follow the Twitch stream so you can participate next time!
http://www.twitch.tv/kosmic"	0.0	0.834	0.166	0.3802
1662300060.228038	AdamTheDev	Wait a sec, this could mean people could improve original smb runs with stars?	0.0	0.698	0.302	0.6369
1662300060.230284	JKT2017	 @AdamTheDev  no	0.688	0.312	0.0	-0.296
1662300060.69185	mina86	They could queue it for 1st of April.	0.0	1.0	0.0	0.0
1662300060.947166	⚒️ SpareEnderboy ⚒️	what a time to be alive	0.0	0.658	0.342	0.3818
1662300060.953294	Nada • 10.9B de vistas . hace 2 segundos	how i make speedrun on android?	0.0	1.0	0.0	0.0
1662300060.957291	OG EZ PB	wait a minute... the SMB1 star doesn't give Mario extra speed!	0.0	1.0	0.0	0.0
1662300060.959723	Kosmic	 @OG EZ PB  yeah that started in nsmb ds i think	0.0	0.624	0.376	0.6633
1662300060.963991	Kosmic	 @LanDi3000  Twitch chat is a lot better... Among other things. I'll probably try out a YouTube stream here or there though now that they changed exclusivity agreements	0.0	0.833	0.167	0.6124
